Order,Family,Subfamily,Genus,Type Species?,Species,Exemplar Accession Number,Exemplar Isolate,Genome Composition,Last Change,MSL of Last Changed,Proposal,Taxon History URL
Unassigned,Potyviridae,,Potyvirus,0,Zantedeschia mild mosaic virus,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143327
Unassigned,Potyviridae,,Potyvirus,0,Zea mosaic virus,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143328
Unassigned,Potyviridae,,Potyvirus,0,Zucchini tigre mosaic virus,KC345605,Q10,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143342
Unassigned,Potyviridae,,Potyvirus,0,Zucchini yellow fleck virus,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143329
Unassigned,Potyviridae,,Potyvirus,0,Zucchini yellow mosaic virus,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143330
Unassigned,Potyviridae,,Rymovirus,0,Agropyron mosaic virus,,,ssRNA(+),"New,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143344
Unassigned,Potyviridae,,Rymovirus,0,Hordeum mosaic virus,,,ssRNA(+),"New,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143345
Unassigned,Potyviridae,,Rymovirus,1,Ryegrass mosaic virus,,,ssRNA(+),"New,Assigned as Type Species,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143346
Unassigned,Potyviridae,,Tritimovirus,0,Brome streak mosaic virus,,,ssRNA(+),"New,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143348
Unassigned,Potyviridae,,Tritimovirus,0,Oat necrotic mottle virus,,,ssRNA(+),"Moved,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143349
Unassigned,Potyviridae,,Tritimovirus,0,Tall oatgrass mosaic virus,KF260962,Benesov,ssRNA(+),"New,",29,2014.005aP.A.v1.Tritimovirus_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143353
Unassigned,Potyviridae,,Tritimovirus,0,Wheat eqlid mosaic virus,,,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143350
Unassigned,Potyviridae,,Tritimovirus,1,Wheat streak mosaic virus,,,ssRNA(+),"Moved,Assigned as Type Species,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143351
Unassigned,Potyviridae,,Tritimovirus,0,Yellow oat-grass mosaic virus,,,ssRNA(+),"New,",27,2012.013aP.A.v1.Tritimovirus-sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143352
Unassigned,Potyviridae,,Unassigned,0,Rose yellow mosaic virus,,,ssRNA(+),"New,",28,2013.007aP.A.v2.Potyviridae_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143355
Unassigned,Potyviridae,,Unassigned,0,Spartina mottle virus,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143356
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Canarypox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143360
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,1,Fowlpox virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143361
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Juncopox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143362
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Mynahpox virus,,,dsDNA,"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143363
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Pigeonpox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143364
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Psittacinepox virus,,,dsDNA,"New,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143365
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Quailpox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143366
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Sparrowpox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143367
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Starlingpox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143368
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,0,Turkeypox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143369
Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,0,Goatpox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143371
Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,0,Lumpy skin disease virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143372
Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,1,Sheeppox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143373
Unassigned,Poxviridae,Chordopoxvirinae,Cervidpoxvirus,1,Mule deerpox virus,,,dsDNA,"Renamed,",26,2010.020abV.A.v1.Poxviridae-2sp_ren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143375
Unassigned,Poxviridae,Chordopoxvirinae,Crocodylidpoxvirus,1,Nile crocodilepox virus,,,dsDNA,"New,Assigned as Type Species,",26,2010.019a-eV.A.v1.Crocodylidpoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143377
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,Hare fibroma virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143379
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,1,Myxoma virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143380
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,Rabbit fibroma virus,,,dsDNA,"Renamed,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143381
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,Squirrel fibroma virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143382
Unassigned,Poxviridae,Chordopoxvirinae,Molluscipoxvirus,1,Molluscum contagiosum virus,,,dsDNA,"Moved,Assigned as Type Species,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143384
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Camelpox virus,,,dsDNA,"Renamed,",6,ICTV 3rd Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143386
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Cowpox virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143387
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Ectromelia virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143388
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Monkeypox virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143389
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Raccoonpox virus,,,dsDNA,"Moved,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143390
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Skunkpox virus,,,dsDNA,"New,",26,2010.019a-eV.A.v1.Crocodylidpoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143391
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Taterapox virus,,,dsDNA,"New,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143392
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,1,Vaccinia virus,,,dsDNA,"Merged,Assigned as Type Species,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143393
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Variola virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143394
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,Volepox virus,,,dsDNA,"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143395
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,Bovine papular stomatitis virus,,,dsDNA,"Renamed,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143397
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,1,Orf virus,,,dsDNA,"Moved,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143398
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,Parapoxvirus of red deer in New Zealand,,,dsDNA,"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143399
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,Pseudocowpox virus,,,dsDNA,"Renamed,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143400
Unassigned,Poxviridae,Chordopoxvirinae,Suipoxvirus,1,Swinepox virus,,,dsDNA,"Moved,Assigned as Type Species,",5,Ratification_1978,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143402
Unassigned,Poxviridae,Chordopoxvirinae,Unassigned,0,Squirrelpox virus,,,dsDNA,"Renamed,",26,2010.020abV.A.v1.Poxviridae-2sp_ren,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143404
Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,0,Tanapox virus,,,dsDNA,"Moved,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143406
Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,1,Yaba monkey tumor virus,,,dsDNA,"Renamed,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143407
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,0,Anomala cuprea entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143410
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,0,Aphodius tasmaniae entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143411
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,0,Demodema bonariensis entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143412
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,0,Dermolepida albohirtum entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143413
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,0,Figulus sublaevis entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143414
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,0,Geotrupes sylvaticus entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143415
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,1,Melolontha melolontha entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143416
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Acrobasis zelleri entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143418
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Adoxophyes honmai entomopoxvirus,HF679131,,dsDNA,"New,",29,2013.002aI.A.v3.Betaentomopoxvirus_3sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143431
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,1,Amsacta moorei entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143419
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Arphia conspersa entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143420
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Choristoneura biennis entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143421
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Choristoneura conflicta entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143422
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Choristoneura diversuma entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143423
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Choristoneura fumiferana entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143424
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Choristoneura rosaceana entomopoxvirus,HF769133,,dsDNA,"New,",29,2013.002aI.A.v3.Betaentomopoxvirus_3sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143432
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Chorizagrotis auxiliaris entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143425
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Heliothis armigera entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143426
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Locusta migratoria entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143427
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Mythimna separata entomopoxvirus,HF679134,,dsDNA,"New,",29,2013.002aI.A.v3.Betaentomopoxvirus_3sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143433
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Oedaleus senegalensis entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143428
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Operophtera brumata entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143429
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,0,Schistocerca gregaria entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143430
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,0,Aedes aegypti entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143435
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,0,Camptochironomus tentans entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143436
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,0,Chironomus attenuatus entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143437
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,1,Chironomus luridus entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143438
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,0,Chironomus plumosus entomopoxvirus,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143439
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,0,Goeldichironomus holoprasinus entomopoxvirus,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143440
Unassigned,Poxviridae,Entomopoxvirinae,Unassigned,0,Diachasmimorpha entomopoxvirus,,,dsDNA,"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143442
Unassigned,Poxviridae,Entomopoxvirinae,Unassigned,0,Melanoplus sanguinipes entomopoxvirus 'O',,,dsDNA,"Moved,",22,Ratification_2004,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143443
Unassigned,Pseudoviridae,,Hemivirus,0,Aedes aegypti Mosqcopia virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143447
Unassigned,Pseudoviridae,,Hemivirus,0,Candida albicans Tca2 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143448
Unassigned,Pseudoviridae,,Hemivirus,0,Candida albicans Tca5 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143449
Unassigned,Pseudoviridae,,Hemivirus,0,Drosophila melanogaster 1731 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143450
Unassigned,Pseudoviridae,,Hemivirus,1,Drosophila melanogaster copia virus,,,ssRNA-RT,"New,Assigned as Type Species,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143451
Unassigned,Pseudoviridae,,Hemivirus,0,Saccharomyces cerevisiae Ty5 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143452
Unassigned,Pseudoviridae,,Hemivirus,0,Volvox carteri Lueckenbuesser virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143453
Unassigned,Pseudoviridae,,Hemivirus,0,Volvox carteri Osser virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143454
Unassigned,Pseudoviridae,,Pseudovirus,0,Arabidopsis thaliana Art1 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143456
Unassigned,Pseudoviridae,,Pseudovirus,0,Arabidopsis thaliana AtRE1 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143457
Unassigned,Pseudoviridae,,Pseudovirus,0,Arabidopsis thaliana evelknievel virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143458
Unassigned,Pseudoviridae,,Pseudovirus,0,Arabidopsis thaliana Ta1 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143459
Unassigned,Pseudoviridae,,Pseudovirus,0,Brassica oleracea Melmoth virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143460
Unassigned,Pseudoviridae,,Pseudovirus,0,Cajanus cajan Panzee virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143461
Unassigned,Pseudoviridae,,Pseudovirus,0,Glycine max Tgmr virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143462
Unassigned,Pseudoviridae,,Pseudovirus,0,Hordeum vulgare BARE-1 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143463
Unassigned,Pseudoviridae,,Pseudovirus,0,Nicotiana tabacum Tnt1 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143464
Unassigned,Pseudoviridae,,Pseudovirus,0,Nicotiana tabacum Tto1 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143465
Unassigned,Pseudoviridae,,Pseudovirus,0,Oryza australiensis RIRE1 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143466
Unassigned,Pseudoviridae,,Pseudovirus,0,Oryza longistaminata Retrofit virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143467
Unassigned,Pseudoviridae,,Pseudovirus,0,Physarum polycephalum Tp1 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143468
Unassigned,Pseudoviridae,,Pseudovirus,1,Saccharomyces cerevisiae Ty1 virus,,,ssRNA-RT,"New,Assigned as Type Species,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143469
Unassigned,Pseudoviridae,,Pseudovirus,0,Saccharomyces cerevisiae Ty2 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143470
Unassigned,Pseudoviridae,,Pseudovirus,0,Saccharomyces cerevisiae Ty4 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143471
Unassigned,Pseudoviridae,,Pseudovirus,0,Solanum tuberosum Tst1 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143472
Unassigned,Pseudoviridae,,Pseudovirus,0,Triticum aestivum WIS-2 virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143473
Unassigned,Pseudoviridae,,Pseudovirus,0,Zea mays Hopscotch virus,,,ssRNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143474
Unassigned,Pseudoviridae,,Pseudovirus,0,Zea mays Sto-4 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143475
Unassigned,Pseudoviridae,,Sirevirus,0,Arabidopsis thaliana Endovir virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143477
Unassigned,Pseudoviridae,,Sirevirus,1,Glycine max SIRE1 virus,,,ssRNA-RT,"New,Assigned as Type Species,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143478
Unassigned,Pseudoviridae,,Sirevirus,0,Lycopersicon esculentum ToRTL1 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143479
Unassigned,Pseudoviridae,,Sirevirus,0,Zea mays Opie-2 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143480
Unassigned,Pseudoviridae,,Sirevirus,0,Zea mays Prem-2 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143481
Unassigned,Pseudoviridae,,Unassigned,0,Phaseolus vulgaris Tpv2-6 virus,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143483
Unassigned,Quadriviridae,,Quadrivirus,1,Rosellinia necatrix quadrivirus 1,,,dsRNA,"New,Assigned as Type Species,",27,2012.001a-gF.A.v4.Quadriviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143487
Unassigned,Reoviridae,Sedoreovirinae,Cardoreovirus,1,Eriocheir sinensis reovirus,,,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143491
Unassigned,Reoviridae,Sedoreovirinae,Mimoreovirus,1,Micromonas pusilla reovirus,,,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143493
Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,African horse sickness virus,,,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143495
